,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt
18394,64984000,비밀(2023),영화,드라마,6563,"한밤중 화장실에서 발생한 살인 사건, 강력반 형사 동근은 사체에서 10년 전 날짜가 적힌 일기 조각을 발견한다. 동근은 사건의 유일한 증거인 쪽지가 피살자와 함께 군복무했던 영훈의 일기 일부분이라는 것과 영훈이 10년 전 자살을 선택했다는 사실을 알게 된다.","김정현,길해연",01:50,20240328162441
18395,64984000,비밀(2023),영화,드라마,4,"한밤중 화장실에서 발생한 살인 사건, 강력반 형사 동근은 사체에서 10년 전 날짜가 적힌 일기 조각을 발견한다. 동근은 사건의 유일한 증거인 쪽지가 피살자와 함께 군복무했던 영훈의 일기 일부분이라는 것과 영훈이 10년 전 자살을 선택했다는 사실을 알게 된다.","김정현,길해연",01:50,20240328181413
18396,64984000,비밀(2023),영화,드라마,5461,"한밤중 화장실에서 발생한 살인 사건, 강력반 형사 동근은 사체에서 10년 전 날짜가 적힌 일기 조각을 발견한다. 동근은 사건의 유일한 증거인 쪽지가 피살자와 함께 군복무했던 영훈의 일기 일부분이라는 것과 영훈이 10년 전 자살을 선택했다는 사실을 알게 된다.","김정현,길해연",01:50,20240328090358
18397,64984000,비밀(2023),영화,드라마,165,"한밤중 화장실에서 발생한 살인 사건, 강력반 형사 동근은 사체에서 10년 전 날짜가 적힌 일기 조각을 발견한다. 동근은 사건의 유일한 증거인 쪽지가 피살자와 함께 군복무했던 영훈의 일기 일부분이라는 것과 영훈이 10년 전 자살을 선택했다는 사실을 알게 된다.","김정현,길해연",01:50,20240328162146
18400,63748000,아내 없이 처형과 즐겨버린 일주일(예고),영화,성인,60,아내가 출산 준비를 위해 친정에 가고 혼자 남은 케이타. 퇴근 후 집에 와서 야한 동영상으로 혼자만의 시간을 즐기려던 중에 처형 미유키가 잘 지내는지 보러 왔다며 불쑥 나타나는데...,"혼다 미유키,사사키 유하라",00:01,20240311121516
18410,66056000,미성년이지만 어린애는 아냐,영화,멜로,10,"카린의 16살 생일, 아빠의 일방적인 결혼 밀어붙이기! 싫다고 떼쓰던 카린 앞에 나타난 상대는 바로 첫사랑, 츠루기 선배. 사실 츠루기는 카린 집안의 경제력을 얻기 위해 결혼한 것. 결혼했음에도 여전히 진행 중인 카린의 짝사랑! 그녀는 선배의 마음을 얻을 수 있을까!","나카지마 켄토,타이라 유우나,치넨 유리,야마모토 마이카 ,타카시마 마사히로,이쿠타 토모코,무라카미 신고",01:45,20240307142253
18422,63017000,친구엄마히토미의누드쇼(예고),영화,성인,60,"20살 연상의 사업가와 결혼하게 된 히토미 료. 마지막 싱글 파티를 즐기기 위해 친한 친구인 이즈미와 집에서 결혼 축하주를 마시게 된다. 한참 뒤, 히로토는 술에 취해 잠이 들어버린 엄마를 대신해 료 아줌마와 계속 술을 마시게 되는데...","히토미 료,사카구치 켄지로",00:01,20240326111425
18423,61705000,옆집이모는 배꼽친구,영화,성인,744,아름다운 옆집 이모는 밤에 일을 한다.,에리카,01:05,20240328020300
18424,61705000,옆집이모는 배꼽친구,영화,성인,620,아름다운 옆집 이모는 밤에 일을 한다.,에리카,01:05,20240328234347
18427,66056000,무방비로 잠든 아내의 타락(예고),영화,성인,0,"남편 출근 후, 집안일 마치고 꾸벅꾸벅 잠시 낮잠시간... 방심하고 문단속도 잊은 채 잠든 그녀의 모습을 몰래 들여다보던 남자가 소리도 없이 방에 침입해 오는데...",하마사키 마오,00:00,20240316073545
18465,66056000,하렘재팬 놀 줄 아는 여자들(예고),영화,성인,60,"잘 노는 여자들과 운영하는 바. 하지만 귀엽고 예쁜 여자들이 있어도 바는 늘 한산하다. 좋은 몸매를 살리지 않아서 늘 단골영업에 소극적인 아이나, 단골은 만들어도 본인 몫 챙기기 바쁜 레이라, 그리고 술은 잘 팔아도 몰래 금고 돈을 빼돌리던 히나 등등...",호시카와 리리카,00:01,20240313045417
18479,63017000,립글로스 대신 발라준 상사 여직원의 물(예고),영화,성인,60,어느 날 상사의 일그러진 성도착증을 목격해 버린 여자는 상사에게 입막음을 당해버린다. 죽을 정도로 기분 나쁜 행위에 점점 느끼고 몇 번이나 당하고 만다. 민감 체질의 여자와 변태 상사. 치욕적인 나날을 보내다 보면 상사의 큰 물건 없이는 살 수 없는 몸이 되어 간다.,미사키 나나미,00:01,20240327214335
18492,62723000,(SD)엘레지의 여왕,영화,드라마,5880,국내 최고의 여가수 이미자의 반생기를 그린 전기 영화. 열 살이라는 어린 나이로 어느 조그만 시골에서 노래 콩쿨에 입선한 것이 계기가 된 이미자는 그 후 꾸준히 노래 공부를 해 오던 중 한 작곡가에게 발탁되어 가수로서 대성한 후 어린 시절에 헤어졌던 어머니를 만난다.,"남정임,박노식,주증녀,이낙훈",01:38,20240317193640
18493,62723000,(SD)엘레지의 여왕,영화,드라마,5880,국내 최고의 여가수 이미자의 반생기를 그린 전기 영화. 열 살이라는 어린 나이로 어느 조그만 시골에서 노래 콩쿨에 입선한 것이 계기가 된 이미자는 그 후 꾸준히 노래 공부를 해 오던 중 한 작곡가에게 발탁되어 가수로서 대성한 후 어린 시절에 헤어졌던 어머니를 만난다.,"남정임,박노식,주증녀,이낙훈",01:38,20240317214437
18494,62723000,(SD)엘레지의 여왕,영화,드라마,5880,국내 최고의 여가수 이미자의 반생기를 그린 전기 영화. 열 살이라는 어린 나이로 어느 조그만 시골에서 노래 콩쿨에 입선한 것이 계기가 된 이미자는 그 후 꾸준히 노래 공부를 해 오던 중 한 작곡가에게 발탁되어 가수로서 대성한 후 어린 시절에 헤어졌던 어머니를 만난다.,"남정임,박노식,주증녀,이낙훈",01:38,20240319194508
18500,61136000,물오른 돌싱녀의 음란한 상상,영화,성인,45,"[캐치온 앱에서 시청 가능, 캐치온 VOD 패키지 가입자는 무료] 내 여자 상사 재즈는 나의 우상이다. 그녀는 회사도 일주일에 한 번만 출근하고, 집도 정말 근사하고 예쁜 데다가 가슴도 크다. 더더욱 탐이 나는 건 그녀의 남편이다.","루시아 러브,애쉴리 다운",00:45,20240316234906
18501,63748000,멈출 수 없는 새엄마의 섹스(예고),영화,성인,60,사고로 남편이 작고하고 양아들과 둘만 남은 그녀. 하지만 은둔형 외톨이였던 양아들은 남편이 사라진 것을 계기로 폭주한다. 새엄마를 아내로 맞이하겠다며 이제까지 하지 못한 섹스를 실컷 하겠다는 양아들. 모자로서의 도리를 지켜야 하는 한편...,쇼다 치사토,00:01,20240311125207
18502,63748000,멈출 수 없는 새엄마의 섹스(예고),영화,성인,60,사고로 남편이 작고하고 양아들과 둘만 남은 그녀. 하지만 은둔형 외톨이였던 양아들은 남편이 사라진 것을 계기로 폭주한다. 새엄마를 아내로 맞이하겠다며 이제까지 하지 못한 섹스를 실컷 하겠다는 양아들. 모자로서의 도리를 지켜야 하는 한편...,쇼다 치사토,00:01,20240328141743
18505,60939000,식탁에서 터진 레이코의 분수쇼,영화,기타,0,어느 날 의붓아들인 카즈야의 방에 들어갔다가 야한 책을 발견하게 된 레이코는 그만 흥분하여 자위를 하다 잠이 들어버리게 된다. 잠시 뒤 수업을 마치고 집에 돌아온 카즈야는 옷이 벗겨진 채 자신의 침대에서 널브러져 있는 새엄마를 보고 흥분하여 그만 레이코를...,"오다 레이코,나기사 유키미",01:00,20240330235222
18509,66056000,후배 능률 세워주는 J컵 여상사(예고),영화,성인,60,글래머러스하고 야한 상사 미온은 일에서 오는 스트레스를 풀기 위해 중년 부하 직원을 집으로 부른다. 미온은 집에 온 후배에게 프로젝트를 망친 벌로 폭유를 흔들면서 페로몬을 뿌리며 다가간다.,하즈키 미온,00:01,20240309225955
18510,66056000,후배 능률 세워주는 J컵 여상사(예고),영화,성인,60,글래머러스하고 야한 상사 미온은 일에서 오는 스트레스를 풀기 위해 중년 부하 직원을 집으로 부른다. 미온은 집에 온 후배에게 프로젝트를 망친 벌로 폭유를 흔들면서 페로몬을 뿌리며 다가간다.,하즈키 미온,00:01,20240309225808
18511,66056000,후배 능률 세워주는 J컵 여상사(예고),영화,성인,9,글래머러스하고 야한 상사 미온은 일에서 오는 스트레스를 풀기 위해 중년 부하 직원을 집으로 부른다. 미온은 집에 온 후배에게 프로젝트를 망친 벌로 폭유를 흔들면서 페로몬을 뿌리며 다가간다.,하즈키 미온,00:01,20240309230515
18512,61705000,후배 능률 세워주는 J컵 여상사(예고),영화,성인,60,글래머러스하고 야한 상사 미온은 일에서 오는 스트레스를 풀기 위해 중년 부하 직원을 집으로 부른다. 미온은 집에 온 후배에게 프로젝트를 망친 벌로 폭유를 흔들면서 페로몬을 뿌리며 다가간다.,하즈키 미온,00:01,20240318000026
18513,66056000,후배 능률 세워주는 J컵 여상사(예고),영화,성인,60,글래머러스하고 야한 상사 미온은 일에서 오는 스트레스를 풀기 위해 중년 부하 직원을 집으로 부른다. 미온은 집에 온 후배에게 프로젝트를 망친 벌로 폭유를 흔들면서 페로몬을 뿌리며 다가간다.,하즈키 미온,00:01,20240315100453
18518,62861000,고령화가족,영화,코미디,214,"박해일,윤제문,공효진,윤여정,진지희까지. 대한민국 대표 연기파 배우들의 완벽한 적역 캐스팅. 백수 첫째, 흥행참패 영화감독 둘째, 결혼만 세번째인 셋째, 개념상실 여중생 민경까지. 모이기만 하면 사건 사고가 끊이지 않는 이들의 속사정이 공개된다.","박해일,윤제문,공효진,윤여정",01:53,20240313162334
18522,63017000,애타는초거유숙모치토세(예고),영화,성인,60,취업 때문에 도시로 올라온 타쿠야는 외삼촌 집에 신세를 지게 된다. 평소 풍만한 가슴을 동경해온 타쿠야는 치토세 숙모의 가슴을 보고 흥분하여 그만 숙모를 덮쳐버린다.,"유라 치토세,하시모토 킨타로",00:01,20240327190006
18526,66056000,발정 난 사위 담당은 농염한 장모(예고),영화,성인,60,"사위 켄이치는 아내 카나코, 장인어른, 장모 미유키와 온천여행을 간다. 장인어른은 여행 한 달 전 사위에게 금욕을 권했다. 이유는 참았다 섹스해야 임신 확률이 높다는 것이다. 사위는 드디어 섹스를 하려고 아내에게 들이대지만 거부당한다.",코토오카 미유키,00:01,20240310064730
18541,66056000,강변의 무코리타,영화,드라마,29,"서비스 해지시까지 시청 가능. 과거를 지우고 새로운 삶을 위해 어촌 마을 공장에 취직한 야마다는 무코리타 연립주택에 입주한다. 그곳에는 남편을 잃고 딸과 함께 사는 집주인 미나미, 남의 집을 제집처럼 오가는 시마다, 아들과 묘석을 방문판매하는 미조구치가 살고 있다.","마츠야마 켄이치,무로 츠요시,미츠시마 히카리,에구치 노리코,에모토 타스쿠",02:01,20240321094729
18547,61779000,티끌모아로맨스,영화,로맨틱코미디,90,"가난한 청년백수 천지웅은 월세 옥탑방에서 쫓겨날 상황이지만 때마침 나타난 병 줍는 구세주 구홍실을 만나게 된다. 국보급 짠순이 홍실은 지웅에게 돈벌기 노하우를 전수하겠다는 매혹적인 제안을 한다. 단, 조건은 두 달간 무조건 자기 말에 따라야 한다는 것인데...","한예슬,송중기,이상엽,신소율",01:55,20240331232334
18548,65195000,티끌모아로맨스,영화,로맨틱코미디,3179,"가난한 청년백수 천지웅은 월세 옥탑방에서 쫓겨날 상황이지만 때마침 나타난 병 줍는 구세주 구홍실을 만나게 된다. 국보급 짠순이 홍실은 지웅에게 돈벌기 노하우를 전수하겠다는 매혹적인 제안을 한다. 단, 조건은 두 달간 무조건 자기 말에 따라야 한다는 것인데...","한예슬,송중기,이상엽,신소율",01:55,20240302134636
18580,64776000,토르: 러브 앤 썬더,영화,액션/어드벤쳐,174,"본 콘텐츠는 자막+더빙이 함께 제공되는 상품으로 서비스 해지 시까지 시청이 가능합니다. 자막판 종료 후 01:58:55부터 더빙판이 시작됩니다. 신을 죽이는 자, 신이 상대한다! 슈퍼 히어로 시절이여, 안녕! 이너피스를 위해 자아 찾기 여정을 떠난 천둥의 신 토르.","크리스 헴스워스,나탈리 포트만,테사 톰슨,크리스찬 베일,크리스 프랫",03:57,20240303004536
18581,66056000,풍속 코스프레 실제상황(예고),영화,성인,60,에피소드 1: 이혼을 앞둔 며느리와 시아버지 코스프레. 며느리의 성적인 고민을 들어주고자 시아버지가 나선다... 에피소드 2: 겁도 애교도 많은 의동생과 듬직한 오빠 코스프레. 에피소드 3: 몸져누운 남편을 두고 새 아들과 금단의 선을 넘어버린 모자 코스프레.,"시세이 아카리,나니미야 켄지",00:01,20240314040141
18589,61136000,남편과 통화중 빨리는 유부녀 NTR,영화,성인,16,출장 간 그녀에게 옆집 남자가 찾아와 폰 안에 영상을 보여준다. 야한 옷차림의 그녀가 인터넷 방송을 하는 모습이 보이고... 남자는 비밀로 할 테니 섹스를 하고 싶다고 한다. 거부하지만 남자의 손놀림에 금세 젖어버려 쾌락의 몸부림을 치는 그녀.,오츠키 히비키,00:54,20240325060129
